Year,Wellbeing measure,Wellbeing measure category,Demographic,Demographic category,Type,Estimate(percent),Absolute sampling error (percentage points),Flag
2016,Trust held for people in New Zealand,9 to 10,Life stage (years),65 years and over,Proportions,21.5, 2.3,
2016,Trust held for people in New Zealand,9 to 10,Age group (years),15-24 years,Proportions,13.2, 2.5,
2016,Trust held for people in New Zealand,9 to 10,Age group (years),25-34 years,Proportions,14.8, 2.5,
2016,Trust held for people in New Zealand,9 to 10,Age group (years),35-44 years,Proportions,12.3, 2.0,
2016,Trust held for people in New Zealand,9 to 10,Age group (years),45-54 years,Proportions,14.8, 2.5,
2016,Trust held for people in New Zealand,9 to 10,Age group (years),55-64 years,Proportions,14.9, 2.4,
2016,Trust held for people in New Zealand,9 to 10,Age group (years),65-74 years,Proportions,19.6, 2.8,
2016,Trust held for people in New Zealand,9 to 10,Age group (years),75 years and over,Proportions,24.3, 3.6,
2016,Trust held for people in New Zealand,9 to 10,Sex,Male,Proportions,15.4, 1.4,
2016,Trust held for people in New Zealand,9 to 10,Sex,Female,Proportions,15.3, 1.3,
2016,Trust held for people in New Zealand,9 to 10,Labour force status,Employed,Proportions,14.9, 1.1,
2016,Trust held for people in New Zealand,9 to 10,Labour force status,Unemployed,Proportions,13.6, 4.8,*
2016,Trust held for people in New Zealand,9 to 10,Labour force status,Not in the labour force,Proportions,16.5, 1.8,
2016,Trust held for people in New Zealand,9 to 10,Highest qualification,No qualification,Proportions,14.6, 2.3,
2016,Trust held for people in New Zealand,9 to 10,Highest qualification,Level 1-4 certificate,Proportions,13.7, 1.4,
2016,Trust held for people in New Zealand,9 to 10,Highest qualification,Level 5-6 diploma,Proportions,14.8, 2.5,
2016,Trust held for people in New Zealand,9 to 10,Highest qualification,Level 7 and above,Proportions,18.6, 2.4,
2016,Trust held for people in New Zealand,9 to 10,Household income,"$30,000 or less",Proportions,16.3, 2.2,
2016,Trust held for people in New Zealand,9 to 10,Household income,"$30,001-$70,000",Proportions,15.1, 1.7,
2016,Trust held for people in New Zealand,9 to 10,Household income,"$70,001-$100,000",Proportions,14.1, 2.1,
2016,Trust held for people in New Zealand,9 to 10,Household income,"$100,001-$150,000",Proportions,14.2, 2.2,
2016,Trust held for people in New Zealand,9 to 10,Household income,"$150,001 or more",Proportions,17.7, 2.6,
2016,Trust held for people in New Zealand,9 to 10,Personal income,"$30,000 or less",Proportions,15.2, 1.5,
2016,Trust held for people in New Zealand,9 to 10,Personal income,"$30,001-$70,000",Proportions,14.9, 1.6,
2016,Trust held for people in New Zealand,9 to 10,Personal income,"$70,001 or more",Proportions,16.8, 2.5,
2016,Trust held for people in New Zealand,9 to 10,Housing tenure,Owner-occupied,Proportions,15.3, 1.1,
2016,Trust held for people in New Zealand,9 to 10,Housing tenure,Not owner-occupied,Proportions,15.5, 1.8,
2016,Trust held for people in New Zealand,9 to 10,Family type,Couple without child(ren),Proportions,18.1, 1.8,
2016,Trust held for people in New Zealand,9 to 10,Family type,Couple with child(ren),Proportions,14.2, 1.6,
2016,Trust held for people in New Zealand,9 to 10,Family type,One parent with child(ren),Proportions,11.0, 3.0,
2016,Trust held for people in New Zealand,9 to 10,Family type,Not in a family nucleus,Proportions,15.7, 1.7,
2016,Trust held for people in New Zealand,9 to 10,Migrant status,Born in NZ,Proportions,12.9, 0.9,
2016,Trust held for people in New Zealand,9 to 10,Migrant status,Long-term migrant,Proportions,19.0, 2.0,
2016,Trust held for people in New Zealand,9 to 10,Migrant status,Recent migrant,Proportions,30.0, 6.6,
2016,Trust held for people in New Zealand,9 to 10,Ethnicity,European,Proportions,15.0, 1.1,
2016,Trust held for people in New Zealand,9 to 10,Ethnicity,Māori,Proportions,10.9, 2.1,
2016,Trust held for people in New Zealand,9 to 10,Ethnicity,Pacific peoples,Proportions,10.6, 3.3,*
2016,Trust held for people in New Zealand,9 to 10,Ethnicity,Asian,Proportions,19.8, 3.3,
2016,Trust held for people in New Zealand,9 to 10,Region,Northland,Proportions, 9.1, 3.7,*
2016,Trust held for people in New Zealand,9 to 10,Region,Auckland,Proportions,14.9, 1.8,
2016,Trust held for people in New Zealand,9 to 10,Region,Waikato,Proportions,17.1, 3.2,
2016,Trust held for people in New Zealand,9 to 10,Region,Bay of Plenty,Proportions,15.9, 3.4,
2016,Trust held for people in New Zealand,9 to 10,Region,Gisborne/Hawke's Bay,Proportions,13.2, 4.9,*
2016,Trust held for people in New Zealand,9 to 10,Region,Taranaki,Proportions, 8.7, 4.1,*
2016,Trust held for people in New Zealand,9 to 10,Region,Manawatū-Whanganui,Proportions,16.5, 3.7,
2016,Trust held for people in New Zealand,9 to 10,Region,Wellington,Proportions,17.5, 2.7,
2016,Trust held for people in New Zealand,9 to 10,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,10.5, 3.6,*
2016,Trust held for people in New Zealand,9 to 10,Region,Canterbury,Proportions,17.2, 2.8,
2016,Trust held for people in New Zealand,9 to 10,Region,Otago,Proportions,17.2, 4.4,
2016,Trust held for people in New Zealand,9 to 10,Region,Southland,Proportions,15.2, 6.5,*
2018,Trust held for people in New Zealand,9 to 10,Total population,Total population,Proportions,15.1, 1.0,
2018,Trust held for people in New Zealand,9 to 10,Life stage (years),15-24 years,Proportions,15.9, 3.1,
2018,Trust held for people in New Zealand,9 to 10,Life stage (years),25-44 years,Proportions,14.5, 1.9,
2018,Trust held for people in New Zealand,9 to 10,Life stage (years),45-64 years,Proportions,13.3, 1.4,
2018,Trust held for people in New Zealand,9 to 10,Life stage (years),65 years and over,Proportions,18.5, 2.0,
2018,Trust held for people in New Zealand,9 to 10,Age group (years),15-24 years,Proportions,15.9, 3.1,
2018,Trust held for people in New Zealand,9 to 10,Age group (years),25-34 years,Proportions,15.1, 3.1,
2018,Trust held for people in New Zealand,9 to 10,Age group (years),35-44 years,Proportions,13.8, 2.4,
2018,Trust held for people in New Zealand,9 to 10,Age group (years),45-54 years,Proportions,13.5, 2.3,
2018,Trust held for people in New Zealand,9 to 10,Age group (years),55-64 years,Proportions,13.1, 2.0,
2018,Trust held for people in New Zealand,9 to 10,Age group (years),65-74 years,Proportions,16.0, 2.4,
2018,Trust held for people in New Zealand,9 to 10,Age group (years),75 years and over,Proportions,22.2, 3.0,
2018,Trust held for people in New Zealand,9 to 10,Sex,Male,Proportions,16.5, 1.6,
2018,Trust held for people in New Zealand,9 to 10,Sex,Female,Proportions,13.8, 1.3,
2018,Trust held for people in New Zealand,9 to 10,Labour force status,Employed,Proportions,15.1, 1.3,
2018,Trust held for people in New Zealand,9 to 10,Labour force status,Unemployed,Proportions, 7.2, 3.9,**
2018,Trust held for people in New Zealand,9 to 10,Labour force status,Not in the labour force,Proportions,16.2, 1.8,
2018,Trust held for people in New Zealand,9 to 10,Highest qualification,No qualification,Proportions,10.6, 1.9,
2018,Trust held for people in New Zealand,9 to 10,Highest qualification,Level 1-4 certificate,Proportions,14.8, 1.6,
2018,Trust held for people in New Zealand,9 to 10,Highest qualification,Level 5-6 diploma,Proportions,14.9, 2.9,
2018,Trust held for people in New Zealand,9 to 10,Highest qualification,Level 7 and above,Proportions,18.6, 2.0,
2018,Trust held for people in New Zealand,9 to 10,Household income,"$30,000 or less",Proportions,13.2, 2.0,
2018,Trust held for people in New Zealand,9 to 10,Household income,"$30,001-$70,000",Proportions,14.3, 1.8,
2018,Trust held for people in New Zealand,9 to 10,Household income,"$70,001-$100,000",Proportions,12.0, 1.7,
2018,Trust held for people in New Zealand,9 to 10,Household income,"$100,001-$150,000",Proportions,14.8, 2.4,
2018,Trust held for people in New Zealand,9 to 10,Household income,"$150,001 or more",Proportions,19.1, 2.6,
2018,Trust held for people in New Zealand,9 to 10,Personal income,"$30,000 or less",Proportions,15.1, 1.8,
2018,Trust held for people in New Zealand,9 to 10,Personal income,"$30,001-$70,000",Proportions,14.7, 1.7,
2018,Trust held for people in New Zealand,9 to 10,Personal income,"$70,001 or more",Proportions,15.8, 1.9,
2018,Trust held for people in New Zealand,9 to 10,Housing tenure,Owner-occupied,Proportions,15.1, 1.1,
2018,Trust held for people in New Zealand,9 to 10,Housing tenure,Not owner-occupied,Proportions,15.2, 1.8,
2018,Trust held for people in New Zealand,9 to 10,Family type,Couple without child(ren),Proportions,16.6, 1.6,
2018,Trust held for people in New Zealand,9 to 10,Family type,Couple with child(ren),Proportions,14.7, 1.6,
2018,Trust held for people in New Zealand,9 to 10,Family type,One parent with child(ren),Proportions, 8.2, 2.1,
2018,Trust held for people in New Zealand,9 to 10,Family type,Not in a family nucleus,Proportions,17.1, 2.8,
2018,Trust held for people in New Zealand,9 to 10,Migrant status,Born in NZ,Proportions,11.5, 1.1,
2018,Trust held for people in New Zealand,9 to 10,Migrant status,Long-term migrant,Proportions,19.3, 2.0,
2018,Trust held for people in New Zealand,9 to 10,Migrant status,Recent migrant,Proportions,37.5, 6.6,
2018,Trust held for people in New Zealand,9 to 10,Ethnicity,European,Proportions,13.9, 1.1,
2018,Trust held for people in New Zealand,9 to 10,Ethnicity,Māori,Proportions, 8.3, 2.1,
2018,Trust held for people in New Zealand,9 to 10,Ethnicity,Pacific peoples,Proportions,10.6, 3.3,*
2018,Trust held for people in New Zealand,9 to 10,Ethnicity,Asian,Proportions,24.0, 3.3,
2018,Trust held for people in New Zealand,9 to 10,Region,Northland,Proportions, 7.9, 3.9,*
2018,Trust held for people in New Zealand,9 to 10,Region,Auckland,Proportions,15.0, 1.8,
2018,Trust held for people in New Zealand,9 to 10,Region,Waikato,Proportions,14.6, 3.1,
2018,Trust held for people in New Zealand,9 to 10,Region,Bay of Plenty,Proportions,15.5, 4.6,
2018,Trust held for people in New Zealand,9 to 10,Region,Gisborne/Hawke's Bay,Proportions,11.6, 3.9,*
2018,Trust held for people in New Zealand,9 to 10,Region,Taranaki,Proportions,15.4, 5.6,*
2018,Trust held for people in New Zealand,9 to 10,Region,Manawatū-Whanganui,Proportions,13.8, 3.7,
2018,Trust held for people in New Zealand,9 to 10,Region,Wellington,Proportions,18.5, 2.7,
2018,Trust held for people in New Zealand,9 to 10,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,15.9,12.3,**
2018,Trust held for people in New Zealand,9 to 10,Region,Canterbury,Proportions,16.3, 2.3,
2018,Trust held for people in New Zealand,9 to 10,Region,Otago,Proportions,17.3, 6.1,*
2018,Trust held for people in New Zealand,9 to 10,Region,Southland,Proportions, 8.3, 4.6,**
2014,Trust held for courts,9 to 10,Total population,Total population,Proportions,21.2, 1.2,
2014,Trust held for courts,9 to 10,Life stage (years),15-24 years,Proportions,26.4, 3.3,
2014,Trust held for courts,9 to 10,Life stage (years),25-44 years,Proportions,20.7, 1.8,
2014,Trust held for courts,9 to 10,Life stage (years),45-64 years,Proportions,19.7, 1.8,
2014,Trust held for courts,9 to 10,Life stage (years),65 years and over,Proportions,19.9, 2.1,
2014,Trust held for courts,9 to 10,Age group (years),15-24 years,Proportions,26.4, 3.3,
2014,Trust held for courts,9 to 10,Age group (years),25-34 years,Proportions,23.5, 2.8,
2014,Trust held for courts,9 to 10,Age group (years),35-44 years,Proportions,18.0, 2.6,
2014,Trust held for courts,9 to 10,Age group (years),45-54 years,Proportions,19.5, 2.3,
2014,Trust held for courts,9 to 10,Age group (years),55-64 years,Proportions,19.9, 2.5,
2014,Trust held for courts,9 to 10,Age group (years),65-74 years,Proportions,19.9, 2.7,
2014,Trust held for courts,9 to 10,Age group (years),75 years and over,Proportions,19.9, 3.5,
2014,Trust held for courts,9 to 10,Sex,Male,Proportions,23.0, 1.9,
2014,Trust held for courts,9 to 10,Sex,Female,Proportions,19.5, 1.6,
2014,Trust held for courts,9 to 10,Labour force status,Employed,Proportions,21.0, 1.4,
2014,Trust held for courts,9 to 10,Labour force status,Unemployed,Proportions,22.9, 6.3,
2014,Trust held for courts,9 to 10,Labour force status,Not in the labour force,Proportions,21.4, 2.1,
2014,Trust held for courts,9 to 10,Highest qualification,No qualification,Proportions,17.8, 2.5,
2014,Trust held for courts,9 to 10,Highest qualification,Level 1-4 certificate,Proportions,21.2, 1.9,
2014,Trust held for courts,9 to 10,Highest qualification,Level 5-6 diploma,Proportions,21.7, 3.3,
2014,Trust held for courts,9 to 10,Highest qualification,Level 7 and above,Proportions,24.6, 2.5,
2014,Trust held for courts,9 to 10,Household income,"$30,000 or less",Proportions,17.7, 2.5,
2014,Trust held for courts,9 to 10,Household income,"$30,001-$70,000",Proportions,21.7, 2.2,
2014,Trust held for courts,9 to 10,Household income,"$70,001-$100,000",Proportions,19.0, 2.2,
2014,Trust held for courts,9 to 10,Household income,"$100,001-$150,000",Proportions,22.1, 2.8,
2014,Trust held for courts,9 to 10,Household income,"$150,001 or more",Proportions,24.2, 3.1,
2014,Trust held for courts,9 to 10,Personal income,"$30,000 or less",Proportions,21.0, 1.5,
2014,Trust held for courts,9 to 10,Personal income,"$30,001-$70,000",Proportions,19.9, 2.2,
2014,Trust held for courts,9 to 10,Personal income,"$70,001 or more",Proportions,24.6, 2.7,
2014,Trust held for courts,9 to 10,Housing tenure,Owner-occupied,Proportions,20.7, 1.4,
2014,Trust held for courts,9 to 10,Housing tenure,Not owner-occupied,Proportions,22.2, 2.2,
2014,Trust held for courts,9 to 10,Family type,Couple without child(ren),Proportions,21.2, 2.1,
2014,Trust held for courts,9 to 10,Family type,Couple with child(ren),Proportions,22.4, 1.8,
2014,Trust held for courts,9 to 10,Family type,One parent with child(ren),Proportions,18.2, 3.3,
2014,Trust held for courts,9 to 10,Family type,Not in a family nucleus,Proportions,20.3, 2.5,
2014,Trust held for courts,9 to 10,Migrant status,Born in NZ,Proportions,19.1, 1.3,
2014,Trust held for courts,9 to 10,Migrant status,Long-term migrant,Proportions,24.1, 2.4,
2014,Trust held for courts,9 to 10,Migrant status,Recent migrant,Proportions,43.8, 7.5,
2014,Trust held for courts,9 to 10,Ethnicity,European,Proportions,20.1, 1.5,
2014,Trust held for courts,9 to 10,Ethnicity,Māori,Proportions,14.9, 2.9,
2014,Trust held for courts,9 to 10,Ethnicity,Pacific peoples,Proportions,25.1, 5.2,
2014,Trust held for courts,9 to 10,Ethnicity,Asian,Proportions,30.0, 4.6,
2014,Trust held for courts,9 to 10,Region,Northland,Proportions,12.8, 5.6,*
2014,Trust held for courts,9 to 10,Region,Auckland,Proportions,21.3, 2.8,
2014,Trust held for courts,9 to 10,Region,Waikato,Proportions,17.0, 3.6,
2014,Trust held for courts,9 to 10,Region,Bay of Plenty,Proportions,22.7, 3.8,
2014,Trust held for courts,9 to 10,Region,Gisborne/Hawke's Bay,Proportions,22.0, 4.2,
2014,Trust held for courts,9 to 10,Region,Taranaki,Proportions,22.5, 7.3,*
2014,Trust held for courts,9 to 10,Region,Manawatū-Whanganui,Proportions,16.1, 5.3,*
2014,Trust held for courts,9 to 10,Region,Wellington,Proportions,24.0, 3.4,
2014,Trust held for courts,9 to 10,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,20.5, 4.3,
2014,Trust held for courts,9 to 10,Region,Canterbury,Proportions,22.1, 2.8,
2014,Trust held for courts,9 to 10,Region,Otago,Proportions,23.8, 5.3,
2014,Trust held for courts,9 to 10,Region,Southland,Proportions,34.2, 9.3,
2016,Trust held for courts,9 to 10,Total population,Total population,Proportions,21.5, 1.1,
2016,Trust held for courts,9 to 10,Life stage (years),15-24 years,Proportions,25.2, 4.1,
2016,Trust held for courts,9 to 10,Life stage (years),25-44 years,Proportions,20.9, 2.0,
2016,Trust held for courts,9 to 10,Life stage (years),45-64 years,Proportions,19.8, 1.9,
2016,Trust held for courts,9 to 10,Life stage (years),65 years and over,Proportions,22.3, 2.5,
2016,Trust held for courts,9 to 10,Age group (years),15-24 years,Proportions,25.2, 4.1,
2016,Trust held for courts,9 to 10,Age group (years),25-34 years,Proportions,22.6, 3.2,
